name,length,gc,cov1,cov1r,cov1dr,cov2,cov2r,cov2dr,cov3,cov3r,cov3dr,cov4,cov4r,cov4dr,cov5,cov5r,cov5dr,cov6,cov6r,cov6dr,cov7,cov7r,cov7dr,cov8,cov8r,cov8dr,cov9,cov9r,cov9dr,totalCoverage,avgCoverage,PC1,PC2,PC3,PC4,PC5,PC1r,PC2r,PC3r,PC4r,PC5r,refphylum,reftax,refseq.assignments,essphylum,esstax,essassignments,NoEss,PreBinID,BinAvgCov,GenomeSize,Taxon,Completeness,Contamination,Connections
33469,14151,62.66,0.235697,1,1,0.0749946,1,1,0.617956,1,1,0.460681,1,1,0.235697,1,1,4.66388,5,5,3.05428,4,4,4.26769,5,5,2.12463,3,3,15.7355,1.74839,-0.153025066916239,0.126504944298975,-0.0767336308027021,0.0163439585135095,0.0981131145481695,-0.135650183208,0.16619816961,-0.0644099336255,0.0302536707855,0.111607158782,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
43613,11794,51.4,0.193233,1,1,0.0515287,1,1,0.88887,1,1,0.747166,1,1,0.373583,1,1,3.837,4,4,26.4297,29,28,30.6954,32,32,29.3238,32,30,92.5403,10.28226,-0.170678023142266,0.268457386996497,-0.116505698785845,0.404865826837824,0.0192097293793529,-0.135650183208,0.272013295083,-0.0930360016077,0.421589199375,0.0410275158264,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,139,10.582669423076924,67.3,c__Alphaproteobacteria,98.37662337662337,0.5952380952380951,0
11079,2633,52.87,42.025,44,44,7.81434,8,8,3.08095,4,4,3.29279,4,4,2.35602,3,3,2.05397,3,3,1.10753,2,2,1.00685,2,2,1.80185,2,2,64.5393,7.17103,-0.0526649306481013,-0.212988569838762,-0.294342055614323,0.2747547965652,0.18544202554048,-0.0522907130505,-0.204154769547,-0.293418477483,0.301178267501,0.205713349388,NaRef,NaRef,NaRef,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
49627,3099,52.71,0.305188,1,1,0,0,0,1.11902,2,2,0.457782,1,1,0.254324,1,1,5.44964,6,6,3.26382,4,4,4.53679,5,5,1.75246,2,2,17.139,1.90433,-0.0074840849876726,0.0632747715362219,-0.220279729569697,-0.295554910986475,0.00572066923291998,0.0310687571068,0.113290606873,-0.207540273537,-0.270773658899,0.0175009681747,Actinobacteria,4,Actinobacteria,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
3588,12644,39.03,4.35857,5,5,6.9948,7,7,12.9936,14,13,17.6062,18,18,12.2693,14,13,27.7171,29,28,8.68569,9,9,7.85977,8,8,27.2825,29,28,125.767,13.97411,-0.249468191230116,-0.0483368610013418,-0.366177351431059,0.0474016204751891,-0.17784597937028,-0.219009653365,-0.0454320813368,-0.350670613447,0.060356403754,-0.170711413039,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,145,13.988370962343096,69.8,c__Betaproteobacteria,95.29628888222788,1.2638230647709319,0
8345,2968,69.14,7.2484,8,8,6.20582,7,7,6.0291,7,7,8.89319,9,9,19.0028,20,20,40.6746,41,42,6.59617,7,7,4.53549,5,5,5.24805,6,6,104.434,11.60378,-0.00651143273016479,-0.262555773356032,-0.609105114412685,-0.333895928500747,0.442154316470935,0.0310687571068,-0.257062332283,-0.608305225287,-0.330979124836,0.464505373557,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
2377,2741,66.03,1.54651,2,2,1.33153,2,2,5.70899,6,6,8.05635,9,9,8.48514,9,9,33.4809,35,34,26.3813,29,28,21.4095,23,22,44.5805,47,46,150.981,16.77567,-0.283309869621164,0.335477017540902,0.300137815582166,-0.280041681054735,0.119323184568285,-0.260689388444,0.377828420556,0.307728950143,-0.270773658899,0.135133706433,NaRef,NaRef,NaRef,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
44921,5930,75.22,0.0778547,1,1,0.0519031,1,1,0.415225,1,1,0.441176,1,1,0.389273,1,1,5.77682,6,6,2.27076,3,3,2.90363,3,3,1.46349,2,2,13.7901,1.53223,-0.1426312892012,0.0562112154218821,-0.287678363344393,0.00529609471363537,0.138524763904941,-0.135650183208,0.0603830441365,-0.264792409501,0.0302536707855,0.158660254085,NaRef,NaRef,NaRef,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
17785,22772,66.04,6.159,7,7,6.58713,7,7,5.42286,6,6,9.55649,10,10,17.0507,18,18,39.1041,41,40,7.09853,8,8,5.27252,6,6,7.73265,8,8,103.984,11.55378,0.112800208994522,-0.268496852083491,-0.400214054131936,-0.244700150734315,0.264724866078797,0.114428227264,-0.257062332283,-0.37929668143,-0.24067092593,0.276292992344,Chloroflexi,2,Firmicutes;Chloroflexi;Chloroflexi;Chloroflexi;Firmicutes,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
8720,2682,70.76,4.26698,5,5,5.64929,6,6,2.73855,3,3,6.71327,7,7,14.9897,16,15,36.6829,38,38,5.24882,6,6,3.59044,4,4,8.39218,9,9,88.2721,9.80801,0.178316539523971,-0.226373220227862,-0.473695346077271,-0.106380213518168,0.0769898825124014,0.197787697421,-0.204154769547,-0.465174885376,-0.0901572610882,0.0880806111298,Proteobacteria,1,Proteobacteria,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
36109,40377,55.69,2.50578,3,3,1.88644,2,2,10.4529,12,11,6.21916,7,7,5.48659,6,6,7.54255,8,8,0.790787,1,1,1.42317,2,2,0.363562,1,1,36.6709,4.07454,0.0649506756356956,-0.344719326134407,-0.241662153856308,0.233989194914344,0.302196905098765,0.0727484921855,-0.30996989502,-0.236166341519,0.240972801565,0.323346087647,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Firmicutes;Chloroflexi;Chloroflexi;Chloroflexi;Firmicutes;Chloroflexi;Chloroflexi;Chloroflexi;Cyanobacteria;Chloroflexi,NA,-1,NA,0,93,4.106341798107255,59.8,k__Bacteria,90.9090909090909,1.5151515151515151,5
48570,12048,60.43,0.214322,1,1,0.075643,1,1,1.02118,2,2,0.302572,1,1,0.718608,1,1,4.33653,5,5,2.20012,3,3,4.09304,5,5,1.93167,2,2,14.8937,1.65486,-0.143438709218294,0.0661831356961939,-0.136201030878806,-0.0490851755870125,-0.0352781456291998,-0.135650183208,0.113290606873,-0.12166206959,-0.0299517951514,-0.0295521271288,Chloroflexi,2,Chloroflexi;Proteobacteria;Chloroflexi;Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
788,4007,43.99,44.6549,47,46,8.95281,9,9,3.3749,4,4,2.25564,3,3,2.13275,3,3,2.39124,3,3,1.06948,2,2,1.26731,2,2,2.112,3,3,68.211,7.579,-0.0215988620759154,-0.209331661325788,-0.335069748598427,0.207926273961323,0.214351085443722,-0.0106109779718,-0.204154769547,-0.322044545465,0.210870068596,0.22923989704,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
39193,10796,74.92,0.0845388,1,1,0.112718,1,1,0.450874,1,1,0.493143,1,1,0.338155,1,1,4.14963,5,5,2.86972,3,3,3.61535,4,4,2.01944,3,3,14.1336,1.5704,-0.156070757142024,0.121769999600275,-0.0994216808759067,0.0659025241786173,0.203457473003651,-0.135650183208,0.16619816961,-0.0930360016077,0.0904591367224,0.205713349388,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
43091,2861,64.14,0.11066,1,1,0,0,0,0.663962,1,1,0.221321,1,1,0,0,0,5.21394,6,6,1.65363,2,2,3.25378,4,4,1.98266,2,2,13.1,1.45556,-0.144361596974299,0.109300504100195,-0.232069742173962,-0.0839309922237001,0.0782509259140757,-0.135650183208,0.113290606873,-0.207540273537,-0.0600545281198,0.0880806111298,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
10457,8415,72.96,2.48167,3,3,2.44743,3,3,9.77399,10,10,7.03097,8,8,5.6196,6,6,8.64126,9,9,1.0144,2,2,1.36479,2,2,0.22069,1,1,38.5948,4.28831,0.0270360063233952,-0.323236127173272,-0.319306441838093,0.238845331637082,0.334886509959191,0.0310687571068,-0.30996989502,-0.293418477483,0.240972801565,0.346872635299,NaRef,NaRef,NaRef,NA,-1,NA,0,93,4.106341798107255,59.8,k__Bacteria,90.9090909090909,1.5151515151515151,5
27334,15324,59.93,54.3176,55,56,20.2117,23,22,10.2829,12,11,5.90978,6,6,7.06234,8,8,6.79438,7,7,0.361869,1,1,0.255371,1,1,0.584882,1,1,105.781,11.75344,-0.0106235076008078,-0.151146058914022,-0.338877563261148,0.0749891103891249,0.315291283675001,-0.0106109779718,-0.0983396440735,-0.322044545465,0.0904591367224,0.323346087647,Chloroflexi,2,Cyanobacteria;Firmicutes;Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
28670,5408,57.44,42.2246,44,44,7.72822,8,8,4.49125,5,5,2.79346,3,3,2.42906,3,3,1.28376,2,2,1.01084,2,2,1.31742,2,2,1.87086,2,2,65.1495,7.23883,-0.0221101308697236,-0.139330452516722,-0.322048963049249,0.186902828002924,0.135869214427476,-0.0106109779718,-0.0983396440735,-0.322044545465,0.210870068596,0.158660254085,Chloroflexi,2,Chloroflexi;Proteobacteria;Chloroflexi,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
31536,5433,32.88,48.3082,50,50,10.0471,12,11,3.60647,4,4,3.14954,4,4,2.66894,3,3,1.75487,2,2,1.0884,2,2,1.20159,2,2,1.45864,2,2,73.2837,8.14263,0.014230806262733,-0.215232566601878,-0.308331541686366,0.128765694085246,0.159245367800231,0.0310687571068,-0.204154769547,-0.293418477483,0.150664602659,0.182186801737,Chloroflexi,2,Proteobacteria;Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
16259,9313,64.02,0.261923,1,1,0.0982211,1,1,0.671178,1,1,0.130961,1,1,0.491106,1,1,4.67893,5,5,2.61901,3,3,3.8758,4,4,1.40511,2,2,14.2322,1.58136,-0.116169406601198,-0.00355598485935118,-0.229104460873687,-0.0334576050683209,0.109039524998018,-0.0939704481291,0.00747548139982,-0.207540273537,-0.0299517951514,0.111607158782,NaRef,NaRef,NaRef,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
33495,10065,65.7,2.59526,3,3,1.83843,2,2,9.84801,10,10,6.78931,7,7,5.61684,6,6,7.64912,8,8,0.807665,1,1,1.68674,2,2,0.323853,1,1,37.1552,4.12836,0.0598050742133959,-0.448707658192899,-0.257834033457208,0.0563931202722434,0.346196113724503,0.0727484921855,-0.415785020493,-0.236166341519,0.060356403754,0.346872635299,NaRef,NaRef,NaRef,NA,-1,NA,0,93,4.106341798107255,59.8,k__Bacteria,90.9090909090909,1.5151515151515151,5
41220,2881,48.54,53.2926,55,54,24.6155,26,26,8.85463,9,9,5.28964,6,6,7.32113,8,8,5.29659,6,6,0.228854,1,1,1.0985,2,2,1.37093,2,2,107.368,11.92978,-0.014202920508791,-0.306583846151897,-0.341704256490548,0.104239707062051,0.00986863497664194,-0.0106109779718,-0.257062332283,-0.322044545465,0.120561869691,0.0175009681747,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
13671,15979,64.01,6.61893,7,7,6.38152,7,7,5.40862,6,6,8.58867,9,9,17.9339,18,18,35.9491,38,36,6.58942,7,7,4.98155,5,5,6.1882,7,7,98.64,10.96,0.135054963580479,-0.312911564315924,-0.404665506892999,-0.269935744137361,0.362130286211245,0.156107962343,-0.30996989502,-0.37929668143,-0.24067092593,0.370399182951,Chloroflexi,2,Chloroflexi;Firmicutes;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
18309,12630,54.01,48.2115,50,50,18.4376,20,19,8.9867,9,9,5.54391,6,6,7.50986,8,8,6.75946,7,7,0.260417,1,1,0.540865,1,1,0.310497,1,1,96.5607,10.72897,-0.0502935337468133,-0.182707269253977,-0.384703388416147,0.00945729905389466,0.0666756390442954,-0.0106109779718,-0.15124720681,-0.37929668143,0.0302536707855,0.0880806111298,Chloroflexi,2,Chloroflexi;Chloroflexi;Actinobacteria,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
33604,2890,36.8,1.30328,2,2,7.85109,8,8,19.9737,20,20,31.6047,32,32,41.5993,44,42,90.1613,95,92,4.86861,5,5,4.12117,5,5,7.03759,8,8,208.521,23.169,-0.168340540975953,0.0324912927994383,-0.0347140457140052,-0.145233219606517,-0.503010854850985,-0.135650183208,0.0603830441365,-0.00715779766113,-0.120259994057,-0.476556532512,Proteobacteria,1,Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
26781,3778,70.46,42.0673,44,44,6.77178,7,7,4.94818,5,5,1.6538,2,2,2.13589,3,3,1.39691,2,2,0.723539,1,1,1.19928,2,2,1.61935,2,2,62.516,6.94622,0.0319799634864775,-0.266540845075556,-0.341422991682844,0.168707459465589,0.37349397860157,0.0727484921855,-0.257062332283,-0.322044545465,0.180767335628,0.393925730602,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
34392,5613,65.57,0.10983,1,1,0.10983,1,1,3.63701,4,4,12.3161,14,13,15.4161,16,16,59.0507,60,60,1.63591,2,2,1.27622,2,2,2.02471,3,3,95.5764,10.6196,-0.176106810669437,0.0984379302541105,-0.151263300660921,-0.0150076279246202,-0.46005159438366,-0.135650183208,0.113290606873,-0.150288137572,0.000150937817078,-0.45302998486,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
36488,2796,60.86,6.67196,7,7,5.99773,6,6,4.79819,5,5,8.08201,9,9,16.9671,18,17,38.2676,41,40,7.79101,8,8,6.39947,7,7,6.81897,7,7,101.794,11.31044,0.0685085271637491,-0.273744479328691,-0.396472268170044,-0.0539722391448943,0.310320517667222,0.0727484921855,-0.257062332283,-0.37929668143,-0.0299517951514,0.323346087647,NaRef,NaRef,NaRef,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
45631,5211,66.56,0.414938,1,1,0.17783,1,1,0.592768,1,1,0.698083,1,1,0.652045,1,1,7.8443,8,8,3.24007,4,4,5.15333,6,6,2.98656,3,3,21.7599,2.41777,-0.141089999640354,0.0817106959893715,-0.149534594770709,4.94633504088141e-05,-0.174290935342193,-0.135650183208,0.113290606873,-0.12166206959,0,-0.170711413039,NaRef,NaRef,NaRef,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
38980,152142,32.29,0.225012,1,1,0.0720433,1,1,0.772731,1,1,0.824043,1,1,0.493394,1,1,4.02797,5,5,27.1762,29,28,32.2082,35,34,30.4702,32,32,96.2698,10.69664,-0.137852273056633,0.252724276110111,-0.0352804687018382,0.413905632685396,-0.0730848292061848,-0.135650183208,0.272013295083,-0.00715779766113,0.421589199375,-0.0530786747805,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Actinobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,139,10.582669423076924,67.3,c__Alphaproteobacteria,98.37662337662337,0.5952380952380951,0
10888,2894,57.84,2.0102,3,3,0.901968,1,1,5.9559,6,6,7.61115,8,8,9.18003,10,10,36.117,38,38,29.9388,32,30,20.0977,23,22,48.8553,50,50,160.668,17.852,-0.167403971772156,-0.129850497996509,0.0933175524348947,0.0889476221055749,0.413779724456757,-0.135650183208,-0.0983396440735,0.107346474268,0.0904591367224,0.417452278254,Proteobacteria,1,Proteobacteria,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
1702,6226,66.25,0.148124,1,1,0.0493746,1,1,0.296248,1,1,0.320935,1,1,0.0740619,1,1,4.3843,5,5,2.75675,3,3,3.25527,4,4,2.10451,3,3,13.3896,1.48773,-0.203599805152271,-0.0453393621622658,-0.0825984625133112,-0.152906814996014,0.579848573584146,-0.177329918286,0.00747548139982,-0.0644099336255,-0.150362727025,0.582138111816,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
51048,4349,55.36,2.46487,3,3,1.50036,2,2,8.75161,9,9,5.9738,6,6,3.51989,4,4,5.75137,6,6,0.535842,1,1,0.952608,1,1,0.059538,1,1,29.5099,3.27888,0.135636886324567,-0.152452709683514,0.0493531060183674,0.101915051670091,0.373503012618866,0.156107962343,-0.15124720681,0.0500943383033,0.120561869691,0.393925730602,NaRef,NaRef,NaRef,NA,-1,NA,0,93,4.106341798107255,59.8,k__Bacteria,90.9090909090909,1.5151515151515151,5
40103,4304,65.87,51.9636,55,52,7.30862,8,8,4.45859,5,5,2.91286,3,3,1.98604,2,2,1.08329,2,2,0.662013,1,1,0.631921,1,1,1.39841,2,2,72.4054,8.04504,-0.0718796000292161,-0.2009398907179,-0.410178876710859,-0.210021228914856,0.388227702717082,-0.0522907130505,-0.15124720681,-0.407922749412,-0.180465459994,0.393925730602,NaRef,NaRef,NaRef,NA,-1,NA,0,122,7.259827744479497,61.1,k__Bacteria,44.98432601880877,3.4482758620689653,519
43728,5583,64.64,4.30701,5,5,5.34143,6,6,4.17651,5,5,6.1086,7,7,12.4852,14,13,30.136,32,32,5.54187,6,6,3.3048,4,4,5.07454,6,6,76.476,8.49733,0.0441463557246511,-0.282726964360112,-0.334189127712312,-0.439143762708633,0.162944493642734,0.0727484921855,-0.257062332283,-0.322044545465,-0.421287323741,0.182186801737,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
28617,6852,74.18,6.60445,7,7,7.21695,8,8,5.43584,6,6,8.76723,9,9,18.2359,20,19,41.6559,44,42,7.92793,8,8,5.09773,6,6,7.71083,8,8,108.653,12.07256,0.0479540896038028,-0.31030982495083,-0.437027338909276,-0.115385128061558,0.349885170292138,0.0727484921855,-0.30996989502,-0.436548817394,-0.0901572610882,0.370399182951,Proteobacteria,1,Proteobacteria;Proteobacteria,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
36045,7568,59.68,0.89876,1,1,0.990833,1,1,4.38164,5,5,7.25546,8,8,7.42033,8,8,27.4586,29,28,18.4191,20,19,11.9114,12,12,25.87,26,26,104.606,11.62289,-0.220889227748896,0.00605620838054291,0.171794801297594,-0.137711304321277,0.153924218315559,-0.219009653365,0.00747548139982,0.193224678214,-0.120259994057,0.158660254085,Proteobacteria,1,Proteobacteria;Gemmatimonadetes;Proteobacteria,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
51005,13891,33.82,6.04447,7,7,6.61131,7,7,5.62747,6,6,9.55585,10,10,16.3535,18,17,37.2261,38,38,7.58023,8,8,5.16069,6,6,7.00116,8,8,101.161,11.24011,0.134926606233524,-0.302635802325832,-0.265856836109924,-0.305705093772513,0.145959658228387,0.156107962343,-0.257062332283,-0.264792409501,-0.300876391867,0.158660254085,NaRef,NaRef,NaRef,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
6422,8079,71.46,45.9289,47,46,17.7439,18,18,9.9469,10,10,6.30597,7,7,6.55581,7,7,5.5833,6,6,0.346828,1,1,0.550763,1,1,0.337495,1,1,93.2998,10.36664,0.00339261452609063,-0.198679724900104,-0.271483819152623,0.164468192783786,0.152131232156227,0.0310687571068,-0.15124720681,-0.264792409501,0.180767335628,0.158660254085,Chloroflexi,2,Chloroflexi;Chloroflexi;Proteobacteria;Chloroflexi,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
17675,8712,45.42,0.122635,1,1,0.34221,1,1,3.85751,4,4,11.6946,12,12,18.5007,20,19,74.3407,75,76,2.3936,3,3,2.42198,3,3,3.63525,4,4,117.309,13.03433,-0.243531390107352,0.110478521647402,-0.304970016447604,-0.0721497394751933,-0.60291229308203,-0.219009653365,0.113290606873,-0.293418477483,-0.0600545281198,-0.476556532512,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
21281,9327,59.61,1.45472,2,2,1.25858,2,2,8.43402,9,9,9.42563,10,10,7.63899,8,8,36.3476,38,38,32.1958,35,34,24.5268,26,26,52.0987,55,54,173.381,19.26456,-0.186428582016204,0.15658070871148,0.381171057843179,-0.0906690559637324,0.214507583600614,-0.177329918286,0.16619816961,0.39360715409,-0.0901572610882,0.22923989704,NaRef,NaRef,NaRef,NA,-1,NA,0,146,16.246656549450552,70.3,k__Bacteria,90.530058177117,3.2967032967032965,0
12589,11526,65.97,50.3864,55,52,19.1778,20,20,8.76011,9,9,5.93565,6,6,8.25976,9,9,5.46616,6,6,0.18539,1,1,0.472486,1,1,0.52725,1,1,99.1711,11.01901,-0.0295122126796314,-0.187533644394186,-0.34538509786114,-0.0294901581120055,0.189062769583163,-0.0106109779718,-0.15124720681,-0.322044545465,0.000150937817078,0.205713349388,Proteobacteria,1,Proteobacteria;Euryarchaeota;Chloroflexi;Chloroflexi;Proteobacteria;Proteobacteria,NA,-1,NA,0,143,11.408934571428574,60.8,k__Bacteria,86.17814508723599,1.0606060606060606,783
6190,4179,57.8,0.14892,1,1,0,0,0,0.781832,1,1,0.409034,1,1,0.279226,1,1,4.39315,5,5,2.67883,3,3,3.9511,4,4,2.00447,3,3,14.6466,1.6274,-0.181330953831258,-0.00787977304428136,-0.165606052269601,0.0812991391800761,0.0707459208962347,-0.177329918286,0.00747548139982,-0.150288137572,0.0904591367224,0.0880806111298,Chloroflexi,2,Chloroflexi,NA,-1,NA,0,47,1.649330405904059,66.6,k__Bacteria,87.27272727272727,4.545454545454546,2
53006,3972,72.17,4.64286,5,5,6.38069,7,7,3.75981,4,4,9.66353,10,10,17.8095,18,18,34.9181,35,36,7.24333,8,8,5.5921,6,6,8.00549,9,9,98.0154,10.8906,0.209834927304603,-0.193026310352185,-0.322657554370731,-0.232697714994553,0.228177757541737,0.2394674325,-0.15124720681,-0.322044545465,-0.210568192962,0.22923989704,Chloroflexi,2,Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi,NA,-1,NA,0,141,10.764908641358636,57.5,k__Bacteria,81.41414141414143,4.7272727272727275,0
18811,69483,67.42,0.365627,1,1,0.0129808,1,1,1.62429,2,2,0.716109,1,1,0.551137,1,1,6.5052,7,7,4.41185,5,5,7.2369,8,8,5.16,6,6,26.5841,2.95379,0.0081581587014375,-0.131288660336151,0.0697068090549742,-0.0249295500266532,0.0547656410609035,0.0310687571068,-0.0983396440735,0.0787204062855,0.000150937817078,0.0645540634781,Chloroflexi,2,Proteobacteria;Chloroflexi;Proteobacteria;Chloroflexi;Chloroflexi;Chloroflexi;Actinobacteria;Chloroflexi;Cyanobacteria;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Firmicutes;Proteobacteria;Proteobacteria;Chloroflexi;Chloroflexi;Chloroflexi;Chloroflexi;Euryarchaeota;Chloroflexi;Proteobacteria,Unclassified,0,Unclassified,1,68,2.762405,62.6,k__Bacteria,91.81818181818181,3.8181818181818183,3
52154,10043,62.31,1.36248,2,2,4.04528,5,5,4.97311,5,5,12.9325,14,13,16.1915,18,17,37.62,38,38,2.19559,3,3,1.84868,2,2,3.32427,4,4,84.4935,9.38817,-0.168773130434892,0.0618647643654155,-0.112680487884759,0.0328739182618925,-0.593185969657034,-0.135650183208,0.113290606873,-0.0930360016077,0.060356403754,-0.476556532512,Proteobacteria,1,Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria,NA,-1,NA,0,140,10.70080381231671,66.1,f__Rhodocyclaceae,83.80384311400908,4.6853388658367905,0
